"CWNS_ID","FACILITY_ID","STATE_CODE","CURRENT_EFFLUENT_TREATMENT_LEVEL","CURRENT_DISINFECTION_FLAG","FUTURE_EFFLUENT_TREATMENT_LEVEL","FUTURE_DISINFECTION_FLAG"
"06005164001",1175682,"CA","Secondary","N","Secondary","N"
"06001092001",2875821,"CA","Secondary","N","Secondary","N"
"06005074001",1175592,"CA","Secondary","N","Secondary","N"
"06001079001",1175232,"CA","Advanced","Y","Advanced","Y"
"06003083001",1175446,"CA","Secondary","N","Secondary","N"
"06005360001",1238827,"CA","Secondary","N","Secondary","N"
"06005121001",1175652,"CA","Secondary","Y","Secondary","Y"
"06002113001",1175351,"CA","NA","N","NA","N"
"06000000300",3612651,"CA","Secondary","Y","Secondary","Y"
"06003041001",1175408,"CA","Secondary","N","Secondary","N"
"06000000301",3612652,"CA","","","Secondary","Y"
"06009053001",1176088,"CA","Secondary","N","Secondary","N"
"06000000302",3612659,"CA","Secondary","Y","Secondary","Y"
"06004044001",1175519,"CA","Secondary","Y","Secondary","Y"
"06000000303",3612732,"CA","Secondary","N","Secondary","N"
"06000000304",3612733,"CA","Advanced","Y","Advanced","Y"
"06009068002",1176092,"CA","Secondary","N","Secondary","N"
"06001040001",1175205,"CA","Secondary","N","Secondary","N"
"06000000296",3612541,"CA","Primary","N","Primary","N"
"06005243001",1175729,"CA","Secondary","Y","Secondary","Y"
"06009058001",1176089,"CA","Secondary","N","Secondary","N"
"06009016001",1176048,"CA","Secondary","Y","Secondary","Y"
"06005328001",1175772,"CA","Secondary","N","Secondary","N"
"06000000307",3612790,"CA","Advanced","Y","Advanced","Y"
"06000000305",3612766,"CA","Secondary","Y","Secondary","Y"
"06000000295",3612367,"CA","Secondary","Y","Secondary","Y"
"06005357001",1175790,"CA","Secondary","N","Secondary","N"
"06000000311",3613059,"CA","","","Advanced","Y"
"06001001001",1175167,"CA","Advanced","Y","Advanced","Y"
"06002058001",1175315,"CA","Secondary","Y","Advanced","Y"
"06005028001",1175550,"CA","Secondary","N","Secondary","N"
"06004011009",1175497,"CA","Secondary","N","Secondary","N"
"06000000313",3613126,"CA","","","Advanced","Y"
"06000000294",3612365,"CA","Secondary","Y","Secondary","Y"
"06000000309",3612938,"CA","Secondary","N","Secondary","N"
"06000000310",3612940,"CA","Secondary","Y","Secondary","Y"
"06003054002",1175423,"CA","Secondary","N","Secondary","N"
"06002064001",1175324,"CA","Secondary","N","Secondary","N"
"06005015001",1175537,"CA","Secondary","N","Secondary","N"
"06005025001",1175546,"CA","Advanced","Y","Advanced","Y"
"06005253001",1175738,"CA","Secondary","Y","Secondary","Y"
