"CWNS_ID","FACILITY_ID","STATE_CODE","FLOW_TYPE","CURRENT_DESIGN_FLOW","FUTURE_DESIGN_FLOW"
"06002082001",1175340,"CA","Infiltration Flow",,
"06002082001",1175340,"CA","Wet Weather Peak",11,11
"06002082001",1175340,"CA","Total Flow",4.5,4.8
"06003080001",1175444,"CA","Municipal Flow",0.09,0.09
"06003080001",1175444,"CA","Industrial Flow",,
"06003080001",1175444,"CA","Infiltration Flow",,
"06003080001",1175444,"CA","Wet Weather Peak",,
"06003080001",1175444,"CA","Total Flow",0.09,0.09
"06005158001",1175676,"CA","Municipal Flow",0.55,0.55
"06005158001",1175676,"CA","Industrial Flow",0.7,0.7
"06005158001",1175676,"CA","Infiltration Flow",,
"06005158001",1175676,"CA","Wet Weather Peak",,
"06005158001",1175676,"CA","Total Flow",1.25,1.25
"06007002001",1175909,"CA","Municipal Flow",8,8
"06007002001",1175909,"CA","Industrial Flow",,
"06007002001",1175909,"CA","Infiltration Flow",,
"06007002001",1175909,"CA","Wet Weather Peak",,
"06007002001",1175909,"CA","Total Flow",8,8
"06005082003",1175600,"CA","Municipal Flow",0.17,0.17
"06005082003",1175600,"CA","Industrial Flow",,
"06005082003",1175600,"CA","Infiltration Flow",,
"06005082003",1175600,"CA","Wet Weather Peak",,
"06005082003",1175600,"CA","Total Flow",0.17,0.17
"06005179001",1175689,"CA","Municipal Flow",1.25,1.25
"06005179001",1175689,"CA","Industrial Flow",,
"06005179001",1175689,"CA","Infiltration Flow",,
"06005179001",1175689,"CA","Wet Weather Peak",,
"06005179001",1175689,"CA","Total Flow",1.25,1.25
"06007003001",1175910,"CA","Municipal Flow",10.9,10.9
"06007003001",1175910,"CA","Industrial Flow",,
"06007003001",1175910,"CA","Infiltration Flow",,
"06007003001",1175910,"CA","Wet Weather Peak",,
"06007003001",1175910,"CA","Total Flow",10.9,10.9
"06009015003",1176047,"CA","Municipal Flow",,
"06009015003",1176047,"CA","Industrial Flow",,
"06009015003",1176047,"CA","Infiltration Flow",,
"06009015003",1176047,"CA","Wet Weather Peak",,
"06009015003",1176047,"CA","Total Flow",1.3,1.3
"06001040001",1175205,"CA","Municipal Flow",0.097,0.097
"06001040001",1175205,"CA","Industrial Flow",,
"06001040001",1175205,"CA","Infiltration Flow",,
"06001040001",1175205,"CA","Wet Weather Peak",0.384,0.384
"06001040001",1175205,"CA","Total Flow",0.097,0.097
"06002074001",1175336,"CA","Municipal Flow",0.5,0.5
"06002074001",1175336,"CA","Industrial Flow",,
"06002074001",1175336,"CA","Infiltration Flow",,
"06002074001",1175336,"CA","Wet Weather Peak",2.8,2.8
"06002074001",1175336,"CA","Total Flow",0.5,0.5
"06003012001",1175381,"CA","Municipal Flow",,
"06003012001",1175381,"CA","Industrial Flow",,
"06003012001",1175381,"CA","Infiltration Flow",,
"06003012001",1175381,"CA","Wet Weather Peak",75.6,75.6
"06003012001",1175381,"CA","Total Flow",29.6,29.6
"06003047001",1175415,"CA","Municipal Flow",0.27,0.27
"06003047001",1175415,"CA","Industrial Flow",,
"06003047001",1175415,"CA","Infiltration Flow",,
"06003047001",1175415,"CA","Wet Weather Peak",,
"06003047001",1175415,"CA","Total Flow",0.27,0.27
"06004010004",1175494,"CA","Municipal Flow",,
"06004010004",1175494,"CA","Industrial Flow",,
"06004010004",1175494,"CA","Infiltration Flow",,
"06004010004",1175494,"CA","Wet Weather Peak",160,160
"06004010004",1175494,"CA","Total Flow",80,80
"06005081001",1175598,"CA","Municipal Flow",10.5,10.5
"06005081001",1175598,"CA","Industrial Flow",,
"06005081001",1175598,"CA","Infiltration Flow",,
"06005081001",1175598,"CA","Wet Weather Peak",,
"06005081001",1175598,"CA","Total Flow",10.5,10.5
"06005157001",1175675,"CA","Municipal Flow",0.8,0.8
"06005157001",1175675,"CA","Industrial Flow",,
"06005157001",1175675,"CA","Infiltration Flow",,
"06005157001",1175675,"CA","Wet Weather Peak",,
"06005157001",1175675,"CA","Total Flow",0.8,0.8
"06005297001",1175754,"CA","Municipal Flow",1.18,1.18
"06005297001",1175754,"CA","Industrial Flow",,
"06005297001",1175754,"CA","Infiltration Flow",,
"06005297001",1175754,"CA","Wet Weather Peak",2.1,2.1
"06005297001",1175754,"CA","Total Flow",1.18,1.18
"06002011001",1175272,"CA","Municipal Flow",,
"06002011001",1175272,"CA","Industrial Flow",,
"06002011001",1175272,"CA","Infiltration Flow",,
"06002011001",1175272,"CA","Wet Weather Peak",16,16
"06002011001",1175272,"CA","Total Flow",5.5,5.5
"06002064001",1175324,"CA","Municipal Flow",1.14,1.14
"06002064001",1175324,"CA","Industrial Flow",,
"06002064001",1175324,"CA","Infiltration Flow",,
"06002064001",1175324,"CA","Wet Weather Peak",,
"06002064001",1175324,"CA","Total Flow",1.14,1.14
"06002127001",1175359,"CA","Municipal Flow",0.55,0.55
"06002127001",1175359,"CA","Industrial Flow",,
"06002127001",1175359,"CA","Infiltration Flow",,
"06002127001",1175359,"CA","Wet Weather Peak",2.8,2.8
"06002127001",1175359,"CA","Total Flow",0.55,0.55
"06003036001",1175401,"CA","Municipal Flow",0.2,0.2
"06003036001",1175401,"CA","Industrial Flow",,
"06003036001",1175401,"CA","Infiltration Flow",,
"06003036001",1175401,"CA","Wet Weather Peak",,
"06003036001",1175401,"CA","Total Flow",0.2,0.2
"06003040001",1175407,"CA","Municipal Flow",,
"06003040001",1175407,"CA","Industrial Flow",,
"06003040001",1175407,"CA","Infiltration Flow",,
"06003040001",1175407,"CA","Wet Weather Peak",,
"06003040001",1175407,"CA","Total Flow",13.5,13.5
"06004007001",1175462,"CA","Municipal Flow",,
"06004007001",1175462,"CA","Industrial Flow",,
"06004007001",1175462,"CA","Infiltration Flow",,
"06004007001",1175462,"CA","Wet Weather Peak",,
"06004007001",1175462,"CA","Total Flow",14,14
"06005046001",1175566,"CA","Municipal Flow",0.54,0.54
"06005046001",1175566,"CA","Industrial Flow",0.04,0.04
"06005046001",1175566,"CA","Infiltration Flow",,
"06001055001",1175221,"CA","Municipal Flow",0.17,0.17
"06001055001",1175221,"CA","Industrial Flow",,
"06001055001",1175221,"CA","Infiltration Flow",0.1,0.1
"06001055001",1175221,"CA","Wet Weather Peak",0.77,0.77
"06001055001",1175221,"CA","Total Flow",0.27,0.27
"06002081001",1175339,"CA","Municipal Flow",,
"06002081001",1175339,"CA","Industrial Flow",,
"06002081001",1175339,"CA","Infiltration Flow",,
"06002081001",1175339,"CA","Wet Weather Peak",,
"06002081001",1175339,"CA","Total Flow",33,37.7
"06002125001",1175358,"CA","Municipal Flow",29,29
"06002125001",1175358,"CA","Industrial Flow",,
"06002125001",1175358,"CA","Infiltration Flow",,
"06002125001",1175358,"CA","Wet Weather Peak",,
"06002125001",1175358,"CA","Total Flow",29,29
"06004010001",1175491,"CA","Municipal Flow",450,511.5
"06004010001",1175491,"CA","Industrial Flow",,
"06004010001",1175491,"CA","Infiltration Flow",,
"06004010001",1175491,"CA","Wet Weather Peak",,
"06004010001",1175491,"CA","Total Flow",450,511.5
"06005109001",1175641,"CA","Municipal Flow",5,5
"06005109001",1175641,"CA","Industrial Flow",,
"06005109001",1175641,"CA","Infiltration Flow",,
"06005109001",1175641,"CA","Wet Weather Peak",,
"06005109001",1175641,"CA","Total Flow",5,5
"06005169001",1175684,"CA","Municipal Flow",0.11,0.11
"06005169001",1175684,"CA","Industrial Flow",,
"06005169001",1175684,"CA","Infiltration Flow",,
"06005169001",1175684,"CA","Wet Weather Peak",,
"06005019004",395847,"CA","Municipal Flow",0.25,0.25
"06005019004",395847,"CA","Industrial Flow",,
"06005019004",395847,"CA","Infiltration Flow",,
"06005019004",395847,"CA","Wet Weather Peak",,
"06005019004",395847,"CA","Total Flow",0.25,0.25
"06001069001",1175228,"CA","Municipal Flow",0.12,0.12
"06001069001",1175228,"CA","Industrial Flow",,
"06001069001",1175228,"CA","Infiltration Flow",,
"06001069001",1175228,"CA","Wet Weather Peak",0.6,
"06001069001",1175228,"CA","Total Flow",0.12,0.12
"06003037001",1175402,"CA","Municipal Flow",10.48,10.48
"06003037001",1175402,"CA","Industrial Flow",0.52,0.52
"06003037001",1175402,"CA","Infiltration Flow",,
"06003037001",1175402,"CA","Wet Weather Peak",,
"06003037001",1175402,"CA","Total Flow",11,11
"06005113001",1175644,"CA","Municipal Flow",0.3,0.3
"06005113001",1175644,"CA","Industrial Flow",,
"06005113001",1175644,"CA","Infiltration Flow",,
"06005113001",1175644,"CA","Wet Weather Peak",,
"06005113001",1175644,"CA","Total Flow",0.3,0.3
"06005114001",1175645,"CA","Municipal Flow",0.5,0.5
"06005114001",1175645,"CA","Industrial Flow",,
"06005114001",1175645,"CA","Infiltration Flow",,
"06005114001",1175645,"CA","Wet Weather Peak",,
"06005114001",1175645,"CA","Total Flow",0.5,0.5
"06006004001",1175857,"CA","Municipal Flow",,
"06006004001",1175857,"CA","Industrial Flow",,
"06001038001",1175204,"CA","Municipal Flow",0.355,0.355
"06001038001",1175204,"CA","Industrial Flow",,
"06001038001",1175204,"CA","Infiltration Flow",,
"06001038001",1175204,"CA","Wet Weather Peak",,
"06001038001",1175204,"CA","Total Flow",0.355,0.355
"06002072001",1175334,"CA","Municipal Flow",,
"06002072001",1175334,"CA","Industrial Flow",,
"06002072001",1175334,"CA","Infiltration Flow",,
"06002072001",1175334,"CA","Wet Weather Peak",0,0
"06002072001",1175334,"CA","Total Flow",6,9
"06005161001",1175679,"CA","Municipal Flow",0.61,0.61
"06005161001",1175679,"CA","Industrial Flow",,
"06005161001",1175679,"CA","Infiltration Flow",,
"06005161001",1175679,"CA","Wet Weather Peak",,
"06005161001",1175679,"CA","Total Flow",0.61,0.61
"06005204001",1175707,"CA","Municipal Flow",,
"06005204001",1175707,"CA","Industrial Flow",,
"06005204001",1175707,"CA","Infiltration Flow",,
"06005204001",1175707,"CA","Wet Weather Peak",,
"06005204001",1175707,"CA","Total Flow",0.3,0.3
"06005266001",1175745,"CA","Municipal Flow",0.1,0.2
"06005266001",1175745,"CA","Industrial Flow",0.02,0.02
"06005266001",1175745,"CA","Infiltration Flow",,
"06005266001",1175745,"CA","Wet Weather Peak",,
"06005266001",1175745,"CA","Total Flow",0.12,0.22
"06005347001",1175782,"CA","Municipal Flow",1.5,1.5
"06005347001",1175782,"CA","Industrial Flow",,
"06005347001",1175782,"CA","Infiltration Flow",,
"06005347001",1175782,"CA","Wet Weather Peak",,
"06005347001",1175782,"CA","Total Flow",1.5,1.5
"06005681001",1175845,"CA","Municipal Flow",0.69,0.69
"06005681001",1175845,"CA","Industrial Flow",,
"06005681001",1175845,"CA","Infiltration Flow",,
"06005681001",1175845,"CA","Wet Weather Peak",,
"06005681001",1175845,"CA","Total Flow",0.69,0.69
"06004009014",3482611,"CA","Municipal Flow",0.2,0.2
"06004009014",3482611,"CA","Industrial Flow",,
"06004009014",3482611,"CA","Infiltration Flow",,
"06004009014",3482611,"CA","Wet Weather Peak",,
"06004009014",3482611,"CA","Total Flow",0.2,0.2
"06005169001",1175684,"CA","Total Flow",0.11,0.11
"06005294001",3478111,"CA","Municipal Flow",0.1,0.1
"06005294001",3478111,"CA","Industrial Flow",,
"06005294001",3478111,"CA","Infiltration Flow",,
"06005294001",3478111,"CA","Wet Weather Peak",,
"06005294001",3478111,"CA","Total Flow",0.1,0.1
"06006004001",1175857,"CA","Infiltration Flow",,
"06006004001",1175857,"CA","Wet Weather Peak",,
"06006004001",1175857,"CA","Total Flow",7.7,7.7
"06009058001",1176089,"CA","Municipal Flow",0.31,0.31
"06009058001",1176089,"CA","Industrial Flow",,
"06009058001",1176089,"CA","Infiltration Flow",,
"06009058001",1176089,"CA","Wet Weather Peak",,
"06009058001",1176089,"CA","Total Flow",0.31,0.31
"06003016001",1175384,"CA","Municipal Flow",0.65,0.65
"06003016001",1175384,"CA","Industrial Flow",,
"06003016001",1175384,"CA","Infiltration Flow",,
"06003016001",1175384,"CA","Wet Weather Peak",,
"06003016001",1175384,"CA","Total Flow",0.65,0.65
"06003028001",1175395,"CA","Municipal Flow",,
"06003028001",1175395,"CA","Industrial Flow",,
"06003028001",1175395,"CA","Infiltration Flow",,
"06003028001",1175395,"CA","Wet Weather Peak",1.9,2.2
"06003028001",1175395,"CA","Total Flow",1.9,1.9
"06005047001",1175567,"CA","Municipal Flow",1.25,1.25
"06005047001",1175567,"CA","Industrial Flow",,
"06005047001",1175567,"CA","Infiltration Flow",,
"06005047001",1175567,"CA","Wet Weather Peak",,
"06005047001",1175567,"CA","Total Flow",1.25,1.25
"06005108001",1175640,"CA","Municipal Flow",1.8,1.8
"06005108001",1175640,"CA","Industrial Flow",,
"06005108001",1175640,"CA","Infiltration Flow",,
"06005108001",1175640,"CA","Wet Weather Peak",,
"06005108001",1175640,"CA","Total Flow",1.8,1.8
"06005551001",1175825,"CA","Municipal Flow",0.06,0.06
"06005551001",1175825,"CA","Industrial Flow",,
"06005551001",1175825,"CA","Infiltration Flow",,
"06005551001",1175825,"CA","Wet Weather Peak",,
"06005551001",1175825,"CA","Total Flow",0.06,0.06
"06005043001",1175563,"CA","Wet Weather Peak",,
"06005043001",1175563,"CA","Total Flow",1.8,1.8
"06005066001",1175587,"CA","Municipal Flow",,
"06005066001",1175587,"CA","Industrial Flow",,
"06005066001",1175587,"CA","Infiltration Flow",,
"06005066001",1175587,"CA","Wet Weather Peak",,
"06005066001",1175587,"CA","Total Flow",0.53,0.75
"06005123001",1175654,"CA","Municipal Flow",0.22,0.22
"06005123001",1175654,"CA","Industrial Flow",,
"06005123001",1175654,"CA","Infiltration Flow",,
"06005123001",1175654,"CA","Wet Weather Peak",,
"06005123001",1175654,"CA","Total Flow",0.22,0.22
"06005236001",1175723,"CA","Municipal Flow",0.8,0.92
"06005236001",1175723,"CA","Industrial Flow",0.8,0.92
"06005236001",1175723,"CA","Infiltration Flow",,
"06005236001",1175723,"CA","Wet Weather Peak",1.2,1.2
"06005236001",1175723,"CA","Total Flow",1.6,1.84
"06001049001",1175215,"CA","Municipal Flow",0.01,0.01
"06001049001",1175215,"CA","Industrial Flow",,
"06001049001",1175215,"CA","Infiltration Flow",,
"06001049001",1175215,"CA","Wet Weather Peak",,
"06001049001",1175215,"CA","Total Flow",0.01,0.01
"06002092001",1175344,"CA","Municipal Flow",0.065,0.065
"06002092001",1175344,"CA","Industrial Flow",,
"06002092001",1175344,"CA","Infiltration Flow",,
"06002092001",1175344,"CA","Wet Weather Peak",0.065,
"06002092001",1175344,"CA","Total Flow",0.065,0.065
"06004009005",1175481,"CA","Municipal Flow",,
"06004009005",1175481,"CA","Industrial Flow",,
"06004009005",1175481,"CA","Infiltration Flow",,
"06004009005",1175481,"CA","Wet Weather Peak",75,100
"06004009005",1175481,"CA","Total Flow",37.5,37.5
"06005068001",1175588,"CA","Municipal Flow",,
"06005068001",1175588,"CA","Industrial Flow",,
"06005068001",1175588,"CA","Infiltration Flow",,
"06005068001",1175588,"CA","Wet Weather Peak",,
"06005068001",1175588,"CA","Total Flow",7.9,7.9
"06007021001",1175929,"CA","Municipal Flow",,
"06007021001",1175929,"CA","Industrial Flow",,
"06007021001",1175929,"CA","Infiltration Flow",,
"06007021001",1175929,"CA","Wet Weather Peak",,
"06007021001",1175929,"CA","Total Flow",2.5,2.5
"06005511002",1175815,"CA","Municipal Flow",0.066,0.066
"06005511002",1175815,"CA","Industrial Flow",,
"06005511002",1175815,"CA","Infiltration Flow",,
"06005511002",1175815,"CA","Wet Weather Peak",,
"06005511002",1175815,"CA","Total Flow",0.066,0.066
"06009014002",1176046,"CA","Municipal Flow",1,1
"06009014002",1176046,"CA","Industrial Flow",,
"06009014002",1176046,"CA","Infiltration Flow",,
"06009014002",1176046,"CA","Wet Weather Peak",,
"06009014002",1176046,"CA","Total Flow",1,1
"06009028001",1176063,"CA","Municipal Flow",5.25,5.25
"06009028001",1176063,"CA","Industrial Flow",,
"06009028001",1176063,"CA","Infiltration Flow",,
"06009028001",1176063,"CA","Wet Weather Peak",,
"06009028001",1176063,"CA","Total Flow",5.25,5.25
"06001020001",1175189,"CA","Municipal Flow",0.4,0.4
"06001020001",1175189,"CA","Industrial Flow",,
"06001020001",1175189,"CA","Infiltration Flow",,
"06001020001",1175189,"CA","Wet Weather Peak",,
"06001020001",1175189,"CA","Total Flow",0.4,0.4
"06001035001",1175201,"CA","Municipal Flow",1,1
"06001035001",1175201,"CA","Industrial Flow",,
"06001035001",1175201,"CA","Infiltration Flow",,
"06001035001",1175201,"CA","Wet Weather Peak",,
"06001035001",1175201,"CA","Total Flow",1,1
"06003044001",1175412,"CA","Municipal Flow",12,12
"06003044001",1175412,"CA","Industrial Flow",,
"06003044001",1175412,"CA","Infiltration Flow",,
"06003044001",1175412,"CA","Wet Weather Peak",38.2,38.2
"06001070001",1175229,"CA","Municipal Flow",0.31,0.31
"06001070001",1175229,"CA","Industrial Flow",,
"06001070001",1175229,"CA","Infiltration Flow",,
"06001070001",1175229,"CA","Wet Weather Peak",,
"06001070001",1175229,"CA","Total Flow",0.31,0.31
"06004003001",1175458,"CA","Municipal Flow",,
"06004003001",1175458,"CA","Industrial Flow",,
"06004003001",1175458,"CA","Infiltration Flow",,
"06004003001",1175458,"CA","Wet Weather Peak",,
"06004003001",1175458,"CA","Total Flow",12.5,12.9
"06004009009",1175485,"CA","Municipal Flow",,
"06004009009",1175485,"CA","Industrial Flow",,
"06004009009",1175485,"CA","Infiltration Flow",,
"06004009009",1175485,"CA","Wet Weather Peak",41.6,67.6
"06004009009",1175485,"CA","Total Flow",21,26
"06005088002",1175609,"CA","Municipal Flow",6.5,6.5
"06005088002",1175609,"CA","Industrial Flow",,
"06005088002",1175609,"CA","Infiltration Flow",,
"06005088002",1175609,"CA","Wet Weather Peak",12,12
"06005088002",1175609,"CA","Total Flow",6.5,6.5
"06005106001",1175638,"CA","Municipal Flow",3.6,3.6
"06005106001",1175638,"CA","Industrial Flow",2.4,2.4
"06005106001",1175638,"CA","Infiltration Flow",,
"06005106001",1175638,"CA","Wet Weather Peak",,
"06005106001",1175638,"CA","Total Flow",6,6
"06005351001",1175785,"CA","Municipal Flow",0.4,0.4
"06005351001",1175785,"CA","Industrial Flow",,
"06005351001",1175785,"CA","Infiltration Flow",,
"06005351001",1175785,"CA","Wet Weather Peak",,
"06005351001",1175785,"CA","Total Flow",0.4,0.4
"06006005001",1175858,"CA","Municipal Flow",4.5,4.5
"06006005001",1175858,"CA","Industrial Flow",,
"06006005001",1175858,"CA","Infiltration Flow",,
"06006005001",1175858,"CA","Wet Weather Peak",,
"06006005001",1175858,"CA","Total Flow",4.5,4.5
"06007005001",1175911,"CA","Municipal Flow",4.3,4.3
"06007005001",1175911,"CA","Industrial Flow",,0.2
"06007005001",1175911,"CA","Infiltration Flow",,
"06005077001",1175595,"CA","Total Flow",20,20
"06005105001",1175637,"CA","Municipal Flow",,
"06005105001",1175637,"CA","Industrial Flow",,
"06005105001",1175637,"CA","Infiltration Flow",,
"06005105001",1175637,"CA","Wet Weather Peak",,
"06005105001",1175637,"CA","Total Flow",10.8,17.7
"06005226001",1175717,"CA","Municipal Flow",2,2
"06005226001",1175717,"CA","Industrial Flow",,
"06005226001",1175717,"CA","Infiltration Flow",,
"06005226001",1175717,"CA","Wet Weather Peak",,
"06005226001",1175717,"CA","Total Flow",2,2
"06005262001",1175743,"CA","Municipal Flow",0.02,0.02
"06005262001",1175743,"CA","Industrial Flow",,
"06005262001",1175743,"CA","Infiltration Flow",,
"06005262001",1175743,"CA","Wet Weather Peak",,
"06005262001",1175743,"CA","Total Flow",0.02,0.02
"06003044001",1175412,"CA","Total Flow",12,12
"06003115001",1175455,"CA","Municipal Flow",0.35,0.35
"06003115001",1175455,"CA","Industrial Flow",,
"06003115001",1175455,"CA","Infiltration Flow",,
"06003115001",1175455,"CA","Wet Weather Peak",,
"06003115001",1175455,"CA","Total Flow",0.35,0.35
"06005010002",1175531,"CA","Municipal Flow",16,32
"06005010002",1175531,"CA","Industrial Flow",,
"06005010002",1175531,"CA","Infiltration Flow",,
"06005010002",1175531,"CA","Wet Weather Peak",,
"06005010002",1175531,"CA","Total Flow",16,32
"06005118001",1175649,"CA","Municipal Flow",0.22,0.21
"06005118001",1175649,"CA","Industrial Flow",,0.01
"06005118001",1175649,"CA","Infiltration Flow",,
"06005118001",1175649,"CA","Wet Weather Peak",,
"06005118001",1175649,"CA","Total Flow",0.22,0.22
"06005233001",1175721,"CA","Municipal Flow",,
"06005233001",1175721,"CA","Industrial Flow",,
"06005233001",1175721,"CA","Infiltration Flow",,
"06005233001",1175721,"CA","Wet Weather Peak",,
"06005233001",1175721,"CA","Total Flow",0.5,0.5
"06005240001",1175727,"CA","Municipal Flow",0.5,0.5
"06005240001",1175727,"CA","Industrial Flow",,
"06005240001",1175727,"CA","Infiltration Flow",,
"06005240001",1175727,"CA","Wet Weather Peak",0.8,0.8
"06005240001",1175727,"CA","Total Flow",0.5,0.5
"06005325001",1175771,"CA","Municipal Flow",2.1,2.1
"06005325001",1175771,"CA","Industrial Flow",,
"06005325001",1175771,"CA","Infiltration Flow",,
"06005325001",1175771,"CA","Wet Weather Peak",,
"06005325001",1175771,"CA","Total Flow",2.1,2.1
"06001009001",1175176,"CA","Municipal Flow",0.13,0.13
"06001009001",1175176,"CA","Industrial Flow",,
"06001009001",1175176,"CA","Infiltration Flow",,
"06001009001",1175176,"CA","Wet Weather Peak",,
"06001009001",1175176,"CA","Total Flow",0.13,0.13
"06005032001",1175554,"CA","Municipal Flow",1,1
"06005032001",1175554,"CA","Industrial Flow",,0.6
"06005032001",1175554,"CA","Infiltration Flow",,
"06005032001",1175554,"CA","Wet Weather Peak",2.45,4.2
"06005032001",1175554,"CA","Total Flow",1,1.6
"06005055001",1175574,"CA","Municipal Flow",0.1,0.1
"06006009001",1175862,"CA","Municipal Flow",,
"06006009001",1175862,"CA","Industrial Flow",,
"06006009001",1175862,"CA","Infiltration Flow",,
"06006009001",1175862,"CA","Wet Weather Peak",,
"06006009001",1175862,"CA","Total Flow",18,18
"06007010001",1175920,"CA","Municipal Flow",1.138,1.138
"06001048001",1175214,"CA","Municipal Flow",0.19,0.19
"06001048001",1175214,"CA","Industrial Flow",,
"06001048001",1175214,"CA","Infiltration Flow",,
"06001048001",1175214,"CA","Wet Weather Peak",,
"06001048001",1175214,"CA","Total Flow",0.19,0.19
"06003005001",1175376,"CA","Municipal Flow",1.4,1.4
"06003005001",1175376,"CA","Industrial Flow",,
"06003005001",1175376,"CA","Infiltration Flow",,
"06003005001",1175376,"CA","Wet Weather Peak",,
"06007005001",1175911,"CA","Wet Weather Peak",,
"06007005001",1175911,"CA","Total Flow",4.3,4.5
"06007032001",1175939,"CA","Municipal Flow",3.6,3.6
"06007032001",1175939,"CA","Industrial Flow",,
"06007032001",1175939,"CA","Infiltration Flow",,
"06007032001",1175939,"CA","Wet Weather Peak",,
"06007032001",1175939,"CA","Total Flow",3.6,3.6
"06008080001",1176025,"CA","Municipal Flow",0.16,0.16
"06008080001",1176025,"CA","Industrial Flow",,
"06008080001",1176025,"CA","Infiltration Flow",,
"06008080001",1176025,"CA","Wet Weather Peak",,
"06008080001",1176025,"CA","Total Flow",0.16,0.16
"06002041001",1175299,"CA","Infiltration Flow",,
"06002041001",1175299,"CA","Wet Weather Peak",,
"06002041001",1175299,"CA","Total Flow",167,142
"06002155001",1175365,"CA","Municipal Flow",3.6,3.6
"06002155001",1175365,"CA","Industrial Flow",,
"06002155001",1175365,"CA","Infiltration Flow",,
"06002155001",1175365,"CA","Wet Weather Peak",24.7,24.7
"06002155001",1175365,"CA","Total Flow",3.6,3.6
"06003049001",1175417,"CA","Municipal Flow",,
"06003049001",1175417,"CA","Industrial Flow",,
"06003049001",1175417,"CA","Infiltration Flow",,
"06003049001",1175417,"CA","Wet Weather Peak",,
"06003049001",1175417,"CA","Total Flow",3.7,5
"06003072001",1175440,"CA","Municipal Flow",0.96,0.96
"06003072001",1175440,"CA","Industrial Flow",,
"06003072001",1175440,"CA","Infiltration Flow",,
"06003072001",1175440,"CA","Wet Weather Peak",,
"06003072001",1175440,"CA","Total Flow",0.96,0.96
"06005145001",1175665,"CA","Municipal Flow",0.55,0.55
"06005145001",1175665,"CA","Industrial Flow",,
"06005145001",1175665,"CA","Infiltration Flow",,
"06005145001",1175665,"CA","Wet Weather Peak",,
"06005145001",1175665,"CA","Total Flow",0.55,0.55
"06007022001",1175930,"CA","Municipal Flow",5.9,5.9
"06007022001",1175930,"CA","Industrial Flow",,
"06007022001",1175930,"CA","Infiltration Flow",,
"06007022001",1175930,"CA","Wet Weather Peak",,
"06007022001",1175930,"CA","Total Flow",5.9,5.9
"06007010001",1175920,"CA","Industrial Flow",,
"06007010001",1175920,"CA","Infiltration Flow",,
"06007010001",1175920,"CA","Wet Weather Peak",,
"06007010001",1175920,"CA","Total Flow",1.138,1.138
"06003005001",1175376,"CA","Total Flow",1.4,1.4
"06003061001",1175428,"CA","Municipal Flow",2,2
"06003061001",1175428,"CA","Industrial Flow",,
"06003061001",1175428,"CA","Infiltration Flow",,
"06003061001",1175428,"CA","Wet Weather Peak",,
"06003061001",1175428,"CA","Total Flow",2,2
"06003083001",1175446,"CA","Municipal Flow",0.06,0.06
"06003083001",1175446,"CA","Industrial Flow",,
"06003083001",1175446,"CA","Infiltration Flow",,
"06003083001",1175446,"CA","Wet Weather Peak",,
"06003083001",1175446,"CA","Total Flow",0.06,0.06
"06005062001",1175583,"CA","Municipal Flow",8.5,8.5
"06005062001",1175583,"CA","Industrial Flow",,
"06005062001",1175583,"CA","Infiltration Flow",,
"06005062001",1175583,"CA","Wet Weather Peak",15.6,15.6
"06005062001",1175583,"CA","Total Flow",8.5,8.5
"06005064001",1175585,"CA","Municipal Flow",,
"06005064001",1175585,"CA","Industrial Flow",,
"06005064001",1175585,"CA","Infiltration Flow",,
"06005055001",1175574,"CA","Industrial Flow",,
"06005055001",1175574,"CA","Infiltration Flow",,
"06005055001",1175574,"CA","Wet Weather Peak",,
"06005055001",1175574,"CA","Total Flow",0.1,0.1
"06005143001",1175664,"CA","Municipal Flow",0.58,0.58
"06005143001",1175664,"CA","Industrial Flow",,
"06005143001",1175664,"CA","Infiltration Flow",,
"06005143001",1175664,"CA","Wet Weather Peak",,
"06005143001",1175664,"CA","Total Flow",0.58,0.58
"06005367001",1175794,"CA","Municipal Flow",1.2,1.2
"06005367001",1175794,"CA","Industrial Flow",1,1
"06005367001",1175794,"CA","Infiltration Flow",,
"06005367001",1175794,"CA","Wet Weather Peak",,
"06005367001",1175794,"CA","Total Flow",2.2,2.2
"06001026001",1175194,"CA","Municipal Flow",0.18,0.18
"06001026001",1175194,"CA","Industrial Flow",,
"06001026001",1175194,"CA","Infiltration Flow",,
"06001026001",1175194,"CA","Wet Weather Peak",0.3,0.3
"06001026001",1175194,"CA","Total Flow",0.18,0.18
"06001045003",1175211,"CA","Municipal Flow",0.65,0.65
"06001045003",1175211,"CA","Industrial Flow",,
"06001045003",1175211,"CA","Infiltration Flow",,
"06001045003",1175211,"CA","Wet Weather Peak",,
"06001045003",1175211,"CA","Total Flow",0.65,0.65
"06002166001",1175369,"CA","Municipal Flow",0.036,0.036
"06002166001",1175369,"CA","Industrial Flow",,
"06002166001",1175369,"CA","Infiltration Flow",,
"06002166001",1175369,"CA","Wet Weather Peak",,
"06002166001",1175369,"CA","Total Flow",0.036,0.036
"06001032001",1175200,"CA","Municipal Flow",0.14,0.14
"06001032001",1175200,"CA","Industrial Flow",,
"06001032001",1175200,"CA","Infiltration Flow",,
"06001032001",1175200,"CA","Wet Weather Peak",,
"06001032001",1175200,"CA","Total Flow",0.14,0.14
"06005079001",1175597,"CA","Municipal Flow",3,3
"06005079001",1175597,"CA","Industrial Flow",,
